Rate editing is disabled,La modification de prix est désactivée,
Rate editing is not allowed for this POS Profile,La modification de prix n'est pas autorisée pour ce profil POS,
Rate for item {0} must be greater than zero,Le prix de l'article {0} doit être supérieur à zéro,
Rate must be greater than zero,Le prix doit être supérieur à zéro,
Rate reduction for item {0} is {1}% which exceeds the maximum allowed discount of {2}%,La réduction de prix de l'article {0} est de {1}% ce qui dépasse la remise maximale autorisée de {2}%,
Rate reduction of {0}% exceeds maximum allowed discount of {1}%,La réduction de prix de {0}% dépasse la remise maximum autorisée de {1}%,
Rating,Note,
Read-only: Edit in Back Office,Lecture seule : Modifier dans le Back Office,
Ready,Prêt,
Ready Items,Articles prêts,
Real-time Customer Update Event Error,Erreur de mise à jour client en temps réel,
Real-time Invoice Created Event Error,Erreur d'événement de création de facture en temps réel,
Real-time POS Profile Update Event Error,Erreur d'événement de mise à jour du profil POS en temps réel,
Real-time Stock Update Event Error,Erreur d'événement de mise à jour du stock en temps réel,
Receivable account for customer wallets,Compte de créance pour les portefeuilles clients,
Recent & Frequent,Récents et fréquents,
Record Cash In,Enregistrer une entrée de caisse,
Record Cash Out,Enregistrer une sortie de caisse,
Referee Discount Amount is required,Le montant de remise du parrainé est requis,
Referee Discount Amount must be greater than 0,Le montant de remise du parrainé doit être supérieur à 0,
Referee Discount Percentage is required,Le pourcentage de remise du parrainé est requis,
Referee Discount Percentage must be between 0 and 100,Le pourcentage de remise du parrainé doit être entre 0 et 100,
Referee Discount Type is required,Le type de remise du parrainé est requis,
Referee Rewards (Discount for New Customer Using Code),Récompenses du filleul (remise pour le nouveau client utilisant le code),
Reference DocType,Type de document de référence,
Reference Name,Nom de référence,
Reference to original gift card if this was created from a split,Référence à la carte cadeau originale si celle-ci a été créée par fractionnement,
Referral Code,Code de parrainage,
Referral Code {0} not found,Code de parrainage {0} non trouvé,
Referral Name,Nom du parrainage,
Referral code applied successfully! You've received a welcome coupon.,Code de parrainage appliqué avec succès ! Vous avez reçu un coupon de bienvenue.,
Referrer Discount Amount is required,Le montant de remise du parrain est requis,
Referrer Discount Amount must be greater than 0,Le montant de remise du parrain doit être supérieur à 0,
Referrer Discount Percentage is required,Le pourcentage de remise du parrain est requis,
Referrer Discount Percentage must be between 0 and 100,Le pourcentage de remise du parrain doit être entre 0 et 100,
Referrer Discount Type is required,Le type de remise du parrain est requis,
Referrer Rewards (Gift Card for Customer Who Referred),Récompenses du parrain (carte cadeau pour le client qui a parrainé),
Refresh,Actualiser,
Refresh items and customers,Actualiser les articles et clients,
Refresh printer list,Actualiser la liste des imprimantes,
Refresh sales persons,Actualiser les vendeurs,
Refresh unavailable offline,Actualisation indisponible hors ligne,
Refreshing...,Actualisation...,
Refund,Remboursement,
Refund Payment Methods,Modes de paiement pour remboursement,
Refundable Amount:,Montant remboursable :,
Remaining,Restant,
Remaining Cash Balance,Solde de caisse restant,
Remaining after purchase,Solde restant après achat,
Remaining balance for next shift: {0},Solde restant pour la prochaine équipe : {0},
Remaining to collect,Reste à encaisser,
Remaining to pay on this table: {0},Reste à payer sur cette table : {0},
Remaining: {0},Reste : {0},
Remarks,Remarques,
Reminder Hours Before,Heures de rappel avant,
Reminder Sent,Rappel envoyé,
Reminder: Reservation today at {0},Rappel : Réservation aujourd'hui à {0},
Remove,Supprimer,
Remove all {0} items from cart?,Supprimer les {0} articles du panier ?,
Remove customer,Supprimer le client,
Remove item,Supprimer l'article,
Remove serial,Supprimer le numéro de série,
Remove {0},Supprimer {0},
Rename Area,Renommer la zone,
Rename area,Renommer la zone,
Reorder Level,Niveau de réapprovisionnement,
Replace Cheapest Item,Remplacer l'article le moins cher,
Replace Same Item,Remplacer le même article,
Report Guide,Guide du rapport,
Reports,Rapports,
Reprint the last invoice,Réimprimer la dernière facture,
Require Manager Validation for Online,Exiger la validation du responsable pour les paiements en ligne,
Required,Requis,
Required (must choose),Obligatoire (choix requis),
Required to receive your order,Requis pour recevoir votre commande,
Reservation,Réservation,
Reservation Cancelled - {0},Réservation annulée - {0},
Reservation Channels (one per line),Canaux de réservation (un par ligne),
Reservation Confirmed - {0},Réservation confirmée - {0},
Reservation Submitted!,Réservation soumise !,
Reservation cancelled,Réservation annulée,
Reservation confirmed,Réservation confirmée,
Reservation confirmed successfully,Réservation confirmée avec succès,
Reservation created,Réservation créée,
Reservation time {0} is outside opening hours for {1},L'heure de réservation {0} est en dehors des horaires d'ouverture pour {1},
Reservations,Réservations,
Reserve your table online,Réservez votre table en ligne,
Reserved,Réservé,
Reset zoom,Réinitialiser le zoom,
Restaurant,Restaurant,
Restaurant Area,Zone du restaurant,
Restaurant Card,Carte du restaurant,
Restaurant Card Item,Article de la carte du restaurant,
Restaurant Cards,Cartes restaurant,
Restaurant Menu,Menu du restaurant,
Restaurant Menu Course,Plat du menu du restaurant,
Restaurant Notification Email,E-mail de notification restaurant,
Restaurant Opening Hours,Heures d'ouverture du restaurant,
Restaurant Reservation,Réservation de restaurant,
Restaurant Reservation Table,Table de réservation restaurant,
Restaurant Settings,Paramètres restaurant,
Restaurant Table,Table de restaurant,
Restaurant Tip,Pourboire restaurant,
Restaurant mode disabled,Mode restaurant désactivé,
Restaurant mode enabled,Mode restaurant activé,
Resto,Resto,
Resume Shift,Reprendre la session,
Retry,Réessayer,
Return,Retour,
Return %,Retour %,
Return Against:,Retour contre :,
Return Allowed Within,Retour autorisé dans,
Return Amount,Montant du retour,
Return Invoice,Facture de retour,
Return Period Expired,Période de retour expirée,
Return Qty:,Qté retournée :,
Return Reason,Motif du retour,
Return Summary,Résumé du retour,
Return Validity Days,Jours de validité du retour,
Return Value:,Valeur de retour :,
Return against {0},Retour contre {0},
Return credit to wallet for {0} against {1}: {2},Crédit retourné au portefeuille pour {0} sur {1} : {2},
"Return invoice submitted successfully, but wallet reversal failed. Please contact administrator.","Facture de retour soumise avec succès, mais l'annulation du portefeuille a échoué. Veuillez contacter l'administrateur.",
Return invoice {0} created successfully,Facture de retour {0} créée avec succès,
Return invoices cannot be processed while offline. Please connect to the internet to search for invoices and create returns.,Les retours ne peuvent pas être traités hors ligne. Connectez-vous à Internet pour rechercher des factures et créer des retours.,
Return invoices will appear here,Les factures de retour apparaîtront ici,
Return period has expired,La période de retour a expiré,
Return period has expired. Invoice {0} was created {1} days ago. Returns are only allowed within {2} days of purchase.,La période de retour a expiré. La facture {0} a été créée il y a {1} jours. Les retours ne sont autorisés que dans les {2} jours suivant l'achat.,
Return submitted but wallet credit failed. Please contact administrator.,Retour soumis mais le crédit portefeuille a échoué. Veuillez contacter l'administrateur.,
Returns,Retours,
Round,Rond,
Rounding,Arrondi,
Row ID,ID de ligne,
Rule,Règle,
Runner,Runner,
Runner Display,Affichage Runner,
Runner is active. This will skip the Runner.,Le Runner est actif. Cela va court-circuiter le Runner.,
Runner is disabled,Le Runner est désactivé,
SVG filename in /assets/pos_next/icons/badges/,Nom du fichier SVG dans /assets/pos_next/icons/badges/,
Sale,Vente,
Sales,Ventes,
Sales Controls,Contrôles des ventes,
Sales Invoice,Facture de vente,
Sales Invoice Reference,Référence de facture de vente,
Sales Management,Gestion des ventes,
Sales Manager,Responsable des ventes,
Sales Master Manager,Gestionnaire des données de vente,
Sales Operations,Opérations de vente,
Sales Order,Commande client,
Sales Person,Vendeur,
Sales Persons,Vendeurs,
Sales Persons Selection,Sélection des vendeurs,
Sales Summary,Résumé des ventes,
Sales User,Utilisateur des ventes,
Sales Value,Valeur des ventes,
Sales by Payment Method,Ventes par mode de paiement,
Sales person is required,Le vendeur est requis,
Sales vs Shifts Report,Rapport ventes vs équipes,
Sales vs Shifts Report Guide,Guide du rapport Ventes vs Services,
Sales/Hr,Ventes/h,
Saturday,Samedi,
Save,Enregistrer,
Save Changes,Enregistrer les modifications,
Save Settings,Enregistrer les paramètres,
Save invoices as drafts to continue later,Enregistrer les factures en brouillon pour continuer plus tard,
Save these filters as...,Enregistrer ces filtres sous...,
Save to auto-create the TIP item and transit account (2211),Enregistrez pour créer automatiquement l'article TIP et le compte de transit (2211),
Saved Filters,Filtres enregistrés,
Saved!,Enregistré !,
Saving...,Enregistrement...,
Scanner ON - Enable Auto for automatic addition,Scanneur ACTIVÉ - Activez Auto pour l'ajout automatique,
Scheme,Règle,
Search,Rechercher,
Search Again,Rechercher à nouveau,
Search Food Images,Rechercher des images de plats,
Search Limit Number,Nombre limite de recherche,
Search and select a customer for the transaction,Rechercher et sélectionner un client pour la transaction,
Search by email: {0},Recherche par email : {0},
Search by invoice number or customer...,Rechercher par numéro de facture ou client...,
"Search by invoice, customer, or mobile...","Rechercher par facture, client ou mobile...",
"Search by item code, name, item group or scan barcode","Rechercher par code article, nom, groupe d'articles ou scanner un code-barres",
"Search by item name, code, or scan barcode","Rechercher par nom d'article, code ou scanner le code-barres",
Search by name or code...,Rechercher par nom ou code...,
Search by phone: {0},Recherche par téléphone : {0},
Search countries...,Rechercher des pays...,
Search country...,Rechercher un pays...,
Search coupons...,Rechercher des coupons...,
Search customer by name or mobile...,Rechercher un client par nom ou mobile...,
Search customer in cart,Rechercher un client dans le panier,
Search customers,Rechercher des clients,
"Search customers by name, mobile, or email...","Rechercher des clients par nom, mobile ou email...",
Search customers...,Rechercher des clients...,
Search for a dish...,Rechercher un plat...,
Search for an item,Rechercher un article,
Search for items across warehouses,Rechercher des articles dans tous les entrepôts,
Search in card...,Rechercher dans la carte...,
Search in menu...,Rechercher dans le menu...,
Search invoices...,Rechercher des factures...,
Search item group...,Rechercher un groupe d'articles...,
Search item groups...,Rechercher des groupes d'articles...,
Search item to add...,Rechercher un article à ajouter...,
Search item... (min 2 characters),Rechercher un article... (min 2 caractères),
Search items,Rechercher des articles,
Search items by name or code...,Rechercher des articles par nom ou code...,
Search items by name...,Rechercher des articles par nom...,
Search items...,Rechercher des articles...,
Search or add customer...,Rechercher ou ajouter un client...,
Search product to add...,Rechercher un produit à ajouter...,
Search products...,Rechercher des produits...,
Search promotions...,Rechercher des promotions...,
Search serial numbers...,Rechercher des numéros de série...,
Search templates...,Rechercher des modèles...,
Search unavailable offline,Recherche indisponible hors ligne,
Search...,Rechercher...,
Searching database...,Recherche en base de données...,
Searching...,Recherche en cours...,
Seated,Installé,
Seats,Places,
Second,Seconde,
Secondary Color,Couleur secondaire,
Seconds,Secondes,
Security,Sécurité,
See you soon!,À bientôt !,
Select,Sélectionner,
Select All,Tout sélectionner,
Select Batch Number,Sélectionner un numéro de lot,
Select Batch Numbers,Sélectionner des numéros de lot,
Select Brand,Sélectionner une marque,
Select Customer,Sélectionner un client,
Select Invoice to Return,Sélectionner une facture à retourner,
Select Item,Sélectionner un article,
Select Item Group,Sélectionner un groupe d'articles,
Select Item Variant,Sélectionner une variante d'article,
Select Items to Return,Sélectionner les articles à retourner,
Select Menu,Sélectionner un menu,
Select Operation,Sélectionner une opération,
Select POS Profile,Sélectionner un profil POS,
Select Serial Numbers,Sélectionner des numéros de série,
Select Table,Sélectionner une table,
Select Unit of Measure,Sélectionner une unité de mesure,
Select Variants,Sélectionner des variantes,
Select a Coupon,Sélectionner un coupon,
Select a Promotion,Sélectionner une promotion,
Select a card to edit,Sélectionnez une carte à modifier,
Select a card...,Sélectionnez une carte...,
Select a payment method,Sélectionner un mode de paiement,
Select a payment method to start,Sélectionner un mode de paiement pour commencer,
Select cards...,Sélectionnez des cartes...,
Select from existing sales orders,Sélectionner parmi les commandes client existantes,
Select items to send to kitchen,Sélectionnez les articles à envoyer en cuisine,
Select items to start or choose a quick action,Sélectionner des articles pour commencer ou choisir une action rapide,
"Select languages available in the POS language switcher. If empty, defaults to English and Arabic.","Sélectionner les langues disponibles dans le sélecteur de langue POS. Si vide, les langues par défaut sont l'anglais et l'arabe.",
Select method...,Sélectionner une méthode...,
Select option,Sélectionner une option,
Select sales person...,Sélectionnez un vendeur...,
Select the unit of measure for this item:,Sélectionner l'unité de mesure pour cet article :,
Select {0},Sélectionner {0},
Select...,Sélectionner...,
Selected,Sélectionné,
Selected POS Opening Shift should be open.,L'ouverture de session POS sélectionnée doit être ouverte.,
Selected tables are not available at the requested time,Les tables sélectionnées ne sont pas disponibles à l'heure demandée,
"Selected: {0} tables, {1} seats","Sélectionné : {0} tables, {1} places",
Selection Type,Type de sélection,
Selling Price List not set in POS Profile {0},Liste de prix de vente non définie dans le profil POS {0},
Selling Rate,Prix de vente,
Send,Envoyer,
Send Email,Envoyer l'e-mail,
Send Order,Envoyer la commande,
Send order,Envoyer la commande,
Send receipts directly to a thermal printer via QZ Tray (no browser dialog),Envoyer les reçus directement à une imprimante thermique via QZ Tray (sans boîte de dialogue),
Send reminder email this many hours before the reservation,Envoyer un e-mail de rappel ce nombre d'heures avant la réservation,
Send to Preparation,Envoyer en préparation,
Send to Preparation Stations,Envoyer aux postes de préparation,
Send to kitchen,Envoyer en cuisine,
Send to {0},Envoyer à {0},
"Send your order first, then pay here","Envoyez d'abord votre commande, puis payez ici",
Sent,Envoyé,
Serial No:,N° de série :,
Serial Numbers,Numéros de série,
Series,Série,
Server,Serveur,
Server Approval,Validation serveur,
Server Error,Erreur serveur,
Service,Service,
Service unavailable,Service indisponible,
Session Lock Timeout (minutes),Délai de verrouillage de session (minutes),
Session Locked,Session verrouillée,
Set Posting Date,Définir la date de comptabilisation,
Set Price,Définir le prix,
Set as default,Définir par défaut,
Set or retrieve the password on:,Définir ou récupérer le mot de passe sur :,
Set the new price on all cards that use this item.,Définir le nouveau prix sur toutes les cartes qui utilisent cet article.,
Settings,Paramètres,
Settings saved and warehouse updated. Reloading stock...,Paramètres enregistrés et entrepôt mis à jour. Rechargement du stock...,
Settings saved successfully,Paramètres enregistrés avec succès,
"Settings saved, warehouse updated, and tax mode changed. Cart will be recalculated.","Paramètres enregistrés, entrepôt mis à jour et mode de taxe modifié. Le panier sera recalculé.",
"Settings saved. Tax mode is now ""exclusive"". Cart will be recalculated.","Paramètres enregistrés. Le mode de taxe est maintenant ""exclusif"". Le panier sera recalculé.",
"Settings saved. Tax mode is now ""inclusive"". Cart will be recalculated.","Paramètres enregistrés. Le mode de taxe est maintenant ""inclusif"". Le panier sera recalculé.",
Shape,Forme,
Shift,Service,
Shift End,Fin de service,
Shift History,Historique des services,
Shift Hours,Heures de service,
Shift ID,ID du service,
Shift Management,Gestion des équipes,
Shift Open,Session ouverte,
Shift Open:,Session ouverte :,
Shift Start,Début de service,
Shift Status,Statut de la session,
Shift closed successfully,Session clôturée avec succès,
Shift is Open,La session est ouverte,
Shift is not open,Le service n'est pas ouvert,
Shift start,Début de session,
Shifts,Services,
Shifts Worked,Services effectués,
Short description of the item...,Description courte de l'article...,
Short description...,Description courte...,
Short {0},Déficit de {0},
Show Address Fields,Afficher les champs d'adresse,
Show Allergens/Badges,Afficher les allergènes/badges,
Show Customer Balance,Afficher le solde client,
Show Descriptions,Afficher les descriptions,
Show Item Images,Afficher les images des articles,
Show Product Options,Afficher les options produit,
Show QR Code,Afficher le QR Code,
Show Variants as Items,Afficher les variantes comme articles,
Show address fields in the customer creation form (both on display and in POS),Afficher les champs d'adresse dans le formulaire de création client (à l'écran et dans la caisse),
Show completed,Afficher les terminés,
Show delivery arrows,Afficher les flèches de livraison,
Show discount as percentage,Afficher la remise en pourcentage,
Show discount value,Afficher la valeur de la remise,
Show discounts as percentages,Afficher les remises en pourcentages,
Show exact totals without rounding,Afficher les totaux exacts sans arrondi,
Show item codes in the UI,Afficher les codes article dans l'interface,
"Show item variants directly in the item grid instead of their template items. When disabled, template items are shown and variants are selected via a variant selector.","Afficher les variantes d'articles directement dans la grille au lieu des articles modèles. Lorsque désactivé, les articles modèles sont affichés et les variantes sont sélectionnées via un sélecteur de variantes.",
Show items in card view by default,Afficher les articles en vue carte par défaut,
Show on Floor Plan,Afficher sur le plan de salle,
Show password,Afficher le mot de passe,
Show quantity input field,Afficher le champ de saisie de quantité,
Show this number when you pick up your order.,Présentez ce numéro lorsque vous récupérez votre commande.,
Sign Out,Déconnexion,
Sign Out Confirmation,Confirmation de déconnexion,
Sign Out Only,Se déconnecter uniquement,
Sign Out?,Se déconnecter ?,
Sign in,Se connecter,
Sign in to Neopos,Se connecter à Neopos,
Sign out,Se déconnecter,
Signing Out...,Déconnexion en cours...,
Signing in...,Connexion en cours...,
Signing out...,Déconnexion en cours...,
Silent Print,Impression silencieuse,
Silent Print Certificate,Certificat d'impression silencieuse,
Silent Print: Connected,Impression silencieuse : Connecté,
Silent Print: Disconnected,Impression silencieuse : Déconnecté,
Single,Simple,
Single choice,Choix unique,
Skip & Sign Out,Ignorer et se déconnecter,
Snooze for 7 days,Reporter de 7 jours,
Some data may not be available offline,Certaines données peuvent ne pas être disponibles hors ligne,
"Sorry, this coupon code does not exist","Désolé, ce code coupon n'existe pas",
"Sorry, this coupon code has been fully redeemed","Désolé, ce code coupon a été entièrement utilisé",
"Sorry, this coupon code has expired","Désolé, ce code coupon a expiré",
"Sorry, this coupon code's validity has not started","Désolé, la validité de ce code coupon n'a pas encore commencé",
"Sorry, this coupon has been disabled","Désolé, ce coupon a été désactivé",
"Sorry, this coupon is not valid for this company","Désolé, ce coupon n'est pas valide pour cette société",
"Sorry, this gift card has no remaining balance","Désolé, cette carte cadeau n'a plus de solde",
"Sorry, this gift card is assigned to a specific customer","Désolé, cette carte cadeau est attribuée à un client spécifique",
"Sorry, you have already used this coupon code","Désolé, vous avez déjà utilisé ce code coupon",
Sort,Trier,
Sort Cart,Trier le panier,
Sort Items,Trier les articles,
Sort Order,Ordre de tri,
Sort cart items,Trier les articles du panier,
Sort items,Trier les articles,
Sorted by {0} A-Z,Trié par {0} A-Z,
Sorted by {0} Z-A,Trié par {0} Z-A,
Source Account,Compte source,
Source Invoice,Facture source,
Source Type,Type de source,
Source account is required for wallet transaction,Le compte source est requis pour une transaction de portefeuille,
Special Instructions,Instructions spéciales,
Special Offer,Offre spéciale,
Special Requests,Demandes spéciales,
Special requests...,Demandes spéciales...,
Specific Items,Articles spécifiques,
Spice Level,Niveau d'épices,
Spice level,Niveau d'épices,
Spice level {0},Niveau de piquant {0},
Split Payment,Paiement fractionné,
Split the bill between multiple people,Partager l'addition entre plusieurs personnes,
Square,Carré,
Start,Début,
Start POS,Démarrer la caisse,
Start Sale,Démarrer la vente,
Start typing to see suggestions,Commencez à taper pour voir les suggestions,
Station Name,Nom du poste,
Station Type,Type de station,
Station added,Poste ajouté,
Station deleted,Poste supprimé,
Station updated,Poste mis à jour,
Status,Statut,
Status:,Statut :,
Status: {0},Statut : {0},
Step Name,Nom de l'étape,
Step name,Nom de l'étape,
Steps,Étapes,
Stock,Stock,
Stock Controls,Contrôles de stock,
Stock Lookup,Recherche de stock,
Stock Management,Gestion des stocks,
Stock Status,État du stock,
Stock Validation Policy,Politique de validation du stock,
Stock unit,Unité de stock,
Stock: {0},Stock : {0},
Street address,Adresse,
Style Theme,Thème de style,
Subject,Sujet,
Submit,Soumettre,
Submit invoices in background,Soumettre les factures en arrière-plan,
Submitting...,Soumission...,
Subtotal,Sous-total,
Subtotal (before tax),Sous-total (avant taxes),
Subtotal:,Sous-total :,
Success,Succès,
Suggested from last shift: {0},Suggéré de la dernière équipe : {0},
Suggested opening balance for next shift,Solde d'ouverture suggéré pour la prochaine équipe,
Summary,Résumé,
Sunday,Dimanche,
Switch Restaurant Mode?,Changer de mode restaurant ?,
Switch To Desk,Basculer vers le Bureau,
Switch to Edit mode to add tables,Passez en mode Édition pour ajouter des tables,
Switch to grid view,Passer en vue grille,
Switch to list view,Passer en vue liste,
Switched to {0}. Stock quantities refreshed.,Changé vers {0}. Quantités en stock actualisées.,
Sync All,Tout synchroniser,
Sync Delay (Hours),Délai de synchronisation (heures),
Sync Interval (seconds),Intervalle de synchronisation (secondes),
Sync Status,État de synchronisation,
Synced,Synchronisé,
Synced At,Synchronisé à,
Syncing,Synchronisation,
Syncing catalog in background... {0} items cached,Synchronisation du catalogue en arrière-plan... {0} articles en cache,
Syncing for offline...,Synchronisation hors ligne...,
Syncing: {0} items,Synchronisation : {0} articles,
System Manager,Gestionnaire du système,
System Test,Test système,
TAX INVOICE,FACTURE AVEC TVA,
TIP item and transit account will be created automatically when saved,L'article TIP et le compte de transit seront créés automatiquement à l'enregistrement,
TOTAL:,TOTAL :,
TVA,TVA,
Table,Table,
Table Name,Nom de la table,
Table added,Table ajoutée,
Table deleted,Table supprimée,
Table marked for cleaning,Table marquée pour nettoyage,
Table paid,Table payée,
Table ready for cleanup,Table prête pour le nettoyage,
Table updated,Table mise à jour,
Table {0} is not in Paid or Cleaning status,La table {0} n'est pas en statut Payé ou Nettoyage,
Table {0} not found,Table {0} introuvable,
Table {0} not found.,Table {0} introuvable.,
Table:,Table :,
Tables,Tables,
Tables {0} have overlapping reservations at the requested time,Les tables {0} ont des réservations chevauchantes à l'heure demandée,
Tabs,Onglets,
Takeaway,À emporter,
Takeaway Card,Carte à emporter,
Takeaway Menu,Menu à emporter,
Takeaway Order,Commande à emporter,
Takeaway Orders,Commandes à emporter,
Takeaway Web Ordering,Commande en ligne à emporter,
Takeaway web ordering is not enabled.,La commande en ligne à emporter n'est pas activée.,
Taken,Occupé,
Tax,Taxe,
Tax Collected,Taxes collectées,
Tax Configuration Error,Erreur de configuration de taxe,
Tax Inclusive,TTC (toutes taxes comprises),
Tax Summary,Récapitulatif des taxes,
Tax mode updated. Cart recalculated with new tax settings.,Mode de taxe mis à jour. Panier recalculé avec les nouveaux paramètres de taxe.,
Tax:,Taxe :,
Taxes,Taxes,
Taxes:,Taxes :,
Technical: {0},Technique : {0},
Template,Modèle,
Template Name,Nom du modèle,
Template has no accounts configured,Le modèle n'a aucun compte configuré,
Terminal,Terminal,
Terminal Payment,Paiement terminal,
Test Connection,Tester la connexion,
Thank You!,Merci !,
Thank you for your business!,Merci pour votre achat !,
Thank you for your visit!,Merci pour votre visite !,
"Thank you for your visit, we hope to see you again soon!","Merci pour votre visite, nous espérons vous revoir bientôt !",
Thank you!,Merci !,
The POS Opening Entry {0} is no longer open.,L'entrée d'ouverture POS {0} n'est plus ouverte.,
The coupon code you entered is not valid,Le code coupon que vous avez saisi n'est pas valide,
The customer received a cash refund for this return.,Le client a reçu un remboursement en espèces pour ce retour.,
The invoice will be partially paid. The remaining amount will need to be collected later.,La facture sera partiellement payée. Le montant restant devra être encaissé ultérieurement.,
The linked POS Invoice for this session,La facture POS liée pour cette session,
The menu card shown to guests who scan the QR code,La carte du menu affichée aux invités qui scannent le QR code,
The return amount was added to the customer credit balance. No cash refund was given.,Le montant du retour a été ajouté au solde crédit client. Aucun remboursement en espèces n'a été effectué.,
The return amount will be added to the customer credit balance. No cash refund will be given.,Le montant du retour sera ajouté au solde crédit client. Aucun remboursement en espèces ne sera effectué.,
There are items in the cart. Clear the cart and toggle restaurant mode?,Il y a des articles dans le panier. Vider le panier et changer de mode restaurant ?,
There are {0} occupied tables. Clear all orders and disable restaurant mode?,Il y a {0} tables occupées. Vider toutes les commandes et désactiver le mode restaurant ?,
These invoices will be submitted when you're back online,Ces factures seront soumises lorsque vous serez de retour en ligne,
This Month,Ce mois-ci,
This Week,Cette semaine,
This action cannot be undone.,Cette action ne peut pas être annulée.,
This card is not assigned to any time slot.,Cette carte n'est assignée à aucun créneau horaire.,
This card only,Cette carte uniquement,
This combination is not available,Cette combinaison n'est pas disponible,
This coupon has expired,Ce coupon a expiré,
This coupon has reached its usage limit,Ce coupon a atteint sa limite d'utilisation,
This coupon is not valid for this customer,Ce coupon n'est pas valide pour ce client,
This coupon is not yet valid,Ce coupon n'est pas encore valide,
This dialog has been open for over a minute. Please close the shift or close this dialog to resume the shift timer.,Cette boîte de dialogue est ouverte depuis plus d'une minute. Veuillez fermer le service ou fermer cette boîte de dialogue pour reprendre le chronomètre.,
This endpoint is only valid for takeaway sessions.,Ce point d'accès est valide uniquement pour les sessions à emporter.,
This gift card has no remaining balance,Cette carte cadeau n'a plus de solde,
This invoice cannot be returned because the return period has expired.,Cette facture ne peut pas être retournée car la période de retour a expiré.,
This invoice is currently being processed. Please wait.,Cette facture est en cours de traitement. Veuillez patienter.,
This invoice was paid on account (credit sale). The return will reverse the accounts receivable balance. No cash refund will be processed.,Cette facture a été payée sur compte (vente à crédit). Le retour annulera le solde des comptes clients. Aucun remboursement en espèces ne sera effectué.,
This invoice was partially paid. The refund will be split proportionally.,Cette facture a été partiellement payée. Le remboursement sera réparti proportionnellement.,
This invoice was sold on credit. The customer owes the full amount.,Cette facture a été vendue à crédit. Le client doit le montant total.,
"This is a reminder for your reservation today:

Name: {0}
Time: {1}
Guests: {2}","Ceci est un rappel pour votre réservation d'aujourd'hui :

Nom : {0}
Heure : {1}
Convives : {2}",
This is not a Neopos gift card,Ceci n'est pas une carte cadeau Neopos,
This item has no price. Please enter the selling price.,Cet article n'a pas de prix. Veuillez saisir le prix de vente.,
This item is out of stock in all warehouses,Cet article est en rupture de stock dans tous les entrepôts,
This item template &lt;strong&gt;{0}&lt;strong&gt; has no variants created yet.,Ce modèle d'article &lt;strong&gt;{0}&lt;strong&gt; n'a pas encore de variantes créées.,
This page will close automatically.,Cette page se fermera automatiquement.,
This referral code has been disabled,Ce code de parrainage a été désactivé,
This session has expired or is no longer active.,Cette session a expiré ou n'est plus active.,
This will also delete all associated pricing rules. This action cannot be undone.,Cela supprimera également toutes les règles de tarification associées. Cette action ne peut pas être annulée.,
"This will clear all cached items, customers, and stock data. Invoices and drafts will be preserved.","Cela supprimera tous les articles, clients et données de stock en cache. Les factures et brouillons seront préservés.",
Thursday,Jeudi,
Time,Heure,
Timed,Programmé,
Times Used,Nombre d'utilisations,
Timestamp: {0},Horodatage : {0},
Tip,Pourboire,
Tip (guest),Pourboire (invité),
Tip Account,Compte pourboires,
Tip Item,Article pourboire,
Tip Transit Account,Compte de transit pourboire,
Tip already paid,Pourboire déjà payé,
Tip amount,Montant du pourboire,
Tips,Pourboires,
Tips / Pourboires,Pourboires,
Title,Titre,
Title: {0},Titre : {0},
To,À,
To Date,Date de fin,
To create variants:,Pour créer des variantes :,
"To print without confirmation dialogs, generate a signing certificate and install it on each POS machine.","Pour imprimer sans boîte de dialogue, générez un certificat de signature et installez-le sur chaque machine POS.",
Today,Aujourd'hui,
Token,Jeton,
Token Expiry,Expiration du jeton,
Token Expiry (Days),Expiration du jeton (jours),
Token Expiry Mode,Mode d'expiration du jeton,
Too many attempts. Try again in {0} seconds.,Trop de tentatives. Réessayez dans {0} secondes.,
Too many requests. Please try again later.,Trop de requêtes. Veuillez réessayer plus tard.,
Too many search requests. Please wait a moment.,Trop de requêtes de recherche. Veuillez patienter un moment.,
Total,Total,
Total Actual,Total réel,
Total Amount,Montant total,
Total Available,Total disponible,
Total Closing,Total clôture,
Total Difference,Différence totale,
Total Expected,Total attendu,
Total Guests,Total convives,
Total Opening,Total ouverture,
Total Paid:,Total payé :,
Total Quantity,Quantité totale,
Total Referrals,Total des parrainages,
Total Refund:,Remboursement total :,
Total Reservations,Total réservations,
Total Sales,Ventes totales,
Total Tax Collected,Total des taxes collectées,
Total Variance,Écart total,
Total collected,Total encaissé,
Total must equal invoice amount,Le total doit être égal au montant de la facture,
Total payment amount {0} exceeds outstanding amount {1},Le montant total du paiement {0} dépasse le montant restant dû {1},
Total time,Temps total,
Total to Pay,Total à payer,
Total:,Total :,
Total: {0},Total : {0},
Total: {0}%,Total : {0}%,
Transaction,Transaction,
Transaction Type,Type de transaction,
Transactions,Transactions,
Transit account for tips (e.g. 2211),Compte de transit pour les pourboires (ex. 2211),
Try Again,Réessayer,
Try a different search term,Essayez un autre terme de recherche,
Try a different search term or check the invoice number,Essayez un autre terme de recherche ou vérifiez le numéro de facture,
Try a different search term or create a new customer,Essayez un autre terme de recherche ou créez un nouveau client,
Try again,Réessayer,
Tuesday,Mardi,
Type,Type,
